DATE_TIME,INTERSECTION_ID,INTERSECTION_NAME,VEHICLE_COUNT
2022-11-09 21:00:00,INT19,Intersection 2,1351
2022-11-25 21:00:00,INT2,Intersection 14,385
2022-11-07 05:00:00,INT17,Intersection 7,973
2022-04-24 09:00:00,INT16,Intersection 9,1358
2022-05-02 21:00:00,INT4,Intersection 8,201
2022-10-24 00:00:00,INT18,Intersection 9,1887
2022-09-18 00:00:00,INT14,Intersection 7,239
2022-01-22 08:00:00,INT2,Intersection 19,934
2022-01-09 23:00:00,INT13,Intersection 17,1778
2022-11-01 03:00:00,INT20,Intersection 13,1875
2022-05-12 09:00:00,INT17,Intersection 11,365
2022-11-07 10:00:00,INT15,Intersection 18,1465
2022-03-13 02:00:00,INT20,Intersection 17,672
2022-03-07 07:00:00,INT5,Intersection 16,634
2022-02-17 00:00:00,INT7,Intersection 10,622
2022-05-27 06:00:00,INT18,Intersection 4,115
2022-11-24 19:00:00,INT11,Intersection 4,660
2022-04-09 13:00:00,INT18,Intersection 11,977
2022-08-21 15:00:00,INT5,Intersection 8,435
2022-07-24 01:00:00,INT13,Intersection 9,1009
2022-08-27 06:00:00,INT18,Intersection 16,1513
2022-09-08 01:00:00,INT2,Intersection 10,269
2022-07-10 07:00:00,INT20,Intersection 9,1012
2022-04-25 05:00:00,INT4,Intersection 3,218
2022-05-06 20:00:00,INT13,Intersection 2,1165
2022-09-18 16:00:00,INT16,Intersection 9,1112
2022-01-10 12:00:00,INT6,Intersection 13,109
2022-12-15 10:00:00,INT8,Intersection 6,529
2022-01-13 06:00:00,INT16,Intersection 4,1591
2022-06-28 12:00:00,INT13,Intersection 14,148
2022-12-26 01:00:00,INT4,Intersection 11,1900
2022-10-11 09:00:00,INT2,Intersection 2,306
2022-02-08 06:00:00,INT9,Intersection 3,1802
2022-01-21 18:00:00,INT18,Intersection 5,613
2022-04-28 01:00:00,INT17,Intersection 7,1703
2022-07-26 17:00:00,INT8,Intersection 11,1943
2022-06-07 11:00:00,INT15,Intersection 12,1333
2022-03-30 06:00:00,INT9,Intersection 11,1262
2022-09-24 07:00:00,INT17,Intersection 19,136
2022-01-07 01:00:00,INT2,Intersection 13,317
2022-11-27 22:00:00,INT6,Intersection 4,1579
2022-07-10 05:00:00,INT5,Intersection 14,1635
2022-01-09 00:00:00,INT17,Intersection 12,1401
2022-08-05 03:00:00,INT2,Intersection 2,279
2022-10-04 13:00:00,INT18,Intersection 8,1640
2022-12-10 11:00:00,INT10,Intersection 19,229
2022-04-11 10:00:00,INT10,Intersection 13,1768
2022-03-17 20:00:00,INT6,Intersection 1,710
2022-05-04 12:00:00,INT12,Intersection 5,1795
2022-04-16 01:00:00,INT17,Intersection 11,1871
2022-04-18 00:00:00,INT13,Intersection 11,758
2022-09-03 02:00:00,INT20,Intersection 13,458
2022-03-19 19:00:00,INT16,Intersection 2,726
2022-11-08 01:00:00,INT10,Intersection 19,1127
2022-11-13 18:00:00,INT2,Intersection 16,1722
2022-05-14 07:00:00,INT2,Intersection 5,1681
2022-09-12 07:00:00,INT7,Intersection 14,1206
2022-01-11 00:00:00,INT6,Intersection 19,1277
2022-05-24 08:00:00,INT1,Intersection 5,605
2022-07-12 23:00:00,INT12,Intersection 9,1632
2022-12-11 18:00:00,INT13,Intersection 12,917
2022-07-31 13:00:00,INT12,Intersection 16,893
2022-06-07 00:00:00,INT19,Intersection 19,938
2022-11-30 03:00:00,INT9,Intersection 15,1923
2022-09-25 21:00:00,INT10,Intersection 17,722
2022-05-31 05:00:00,INT17,Intersection 15,728
2022-04-01 13:00:00,INT18,Intersection 3,196
2022-10-01 16:00:00,INT8,Intersection 17,1405
2022-04-19 09:00:00,INT7,Intersection 13,1824
2022-04-21 17:00:00,INT9,Intersection 9,1723
2022-09-11 08:00:00,INT10,Intersection 13,918
2022-11-02 05:00:00,INT12,Intersection 16,698
2022-03-31 23:00:00,INT15,Intersection 19,1033
2022-06-09 14:00:00,INT15,Intersection 14,1661
2022-12-13 09:00:00,INT4,Intersection 8,528
2022-07-02 00:00:00,INT4,Intersection 19,1666
2022-02-24 21:00:00,INT1,Intersection 3,1249
2022-07-07 05:00:00,INT12,Intersection 18,1833
2022-02-21 06:00:00,INT2,Intersection 16,1424
2022-02-17 05:00:00,INT15,Intersection 14,642
2022-11-13 23:00:00,INT17,Intersection 16,466
2022-02-24 05:00:00,INT7,Intersection 17,1952
2022-03-21 14:00:00,INT6,Intersection 20,1867
2022-12-03 18:00:00,INT12,Intersection 11,1168
2022-12-04 19:00:00,INT19,Intersection 13,1616
2022-11-29 02:00:00,INT1,Intersection 11,1439
2022-03-21 20:00:00,INT14,Intersection 4,1312
2022-10-19 12:00:00,INT4,Intersection 14,151
2022-04-25 21:00:00,INT5,Intersection 5,663
2022-09-27 08:00:00,INT1,Intersection 4,1455
2022-01-08 10:00:00,INT1,Intersection 1,598
2022-09-23 02:00:00,INT6,Intersection 14,1076
2022-12-28 19:00:00,INT5,Intersection 7,1441
2022-01-03 12:00:00,INT2,Intersection 10,1533
2022-10-06 09:00:00,INT5,Intersection 2,422
2022-05-01 15:00:00,INT9,Intersection 10,1714
2022-01-25 09:00:00,INT19,Intersection 3,1684
2022-08-31 15:00:00,INT15,Intersection 8,1353
2022-01-23 06:00:00,INT13,Intersection 10,1467
2022-05-25 06:00:00,INT12,Intersection 8,1494
2022-06-17 03:00:00,INT5,Intersection 14,655
2022-05-22 14:00:00,INT2,Intersection 18,1415
2022-03-31 19:00:00,INT4,Intersection 9,1560
2022-09-06 14:00:00,INT18,Intersection 9,1370
2022-11-02 09:00:00,INT10,Intersection 4,318
2022-10-17 21:00:00,INT13,Intersection 3,633
2022-08-10 21:00:00,INT12,Intersection 14,741
2022-12-21 22:00:00,INT2,Intersection 14,618
2022-07-15 23:00:00,INT15,Intersection 16,1907
2022-04-23 18:00:00,INT14,Intersection 5,1595
2022-01-01 01:00:00,INT10,Intersection 20,1473
2022-12-13 12:00:00,INT8,Intersection 15,143
2022-02-16 00:00:00,INT15,Intersection 9,1875
2022-03-19 13:00:00,INT13,Intersection 7,164
2022-08-08 13:00:00,INT8,Intersection 13,345
2022-10-17 07:00:00,INT14,Intersection 8,1086
2022-12-13 16:00:00,INT1,Intersection 12,1708
2022-01-19 05:00:00,INT13,Intersection 4,1194
2022-07-21 22:00:00,INT8,Intersection 16,1832
2022-05-11 09:00:00,INT18,Intersection 6,1824
2022-12-03 17:00:00,INT9,Intersection 5,257
2022-02-07 13:00:00,INT13,Intersection 1,1037
2022-08-13 22:00:00,INT3,Intersection 14,1598
2022-10-06 06:00:00,INT18,Intersection 9,1965
2022-08-19 09:00:00,INT10,Intersection 18,1148
2022-10-03 04:00:00,INT5,Intersection 6,1973
2022-06-13 06:00:00,INT6,Intersection 15,1706
2022-02-14 11:00:00,INT8,Intersection 16,924
2022-01-02 02:00:00,INT7,Intersection 8,1346
2022-10-17 01:00:00,INT18,Intersection 19,259
2022-10-30 16:00:00,INT14,Intersection 5,917
2022-10-24 14:00:00,INT15,Intersection 14,1104
2022-01-23 19:00:00,INT10,Intersection 7,174
2022-12-31 22:00:00,INT12,Intersection 4,237
2022-08-11 10:00:00,INT7,Intersection 1,578
2022-05-11 20:00:00,INT7,Intersection 4,652
2022-11-30 04:00:00,INT11,Intersection 14,1426
2022-03-08 06:00:00,INT13,Intersection 16,486
2022-11-21 00:00:00,INT15,Intersection 7,571
2022-07-25 23:00:00,INT18,Intersection 10,1457
2022-11-21 22:00:00,INT7,Intersection 10,408
2022-06-07 23:00:00,INT6,Intersection 4,1651
2022-02-26 13:00:00,INT11,Intersection 12,986
2022-12-04 04:00:00,INT8,Intersection 6,800
2022-05-15 09:00:00,INT20,Intersection 13,1663
2022-04-13 12:00:00,INT1,Intersection 1,1286
2022-12-31 01:00:00,INT8,Intersection 8,1099
2022-04-24 16:00:00,INT8,Intersection 16,1952
2022-10-08 06:00:00,INT19,Intersection 5,1051
2022-11-08 17:00:00,INT3,Intersection 7,1178
2022-09-25 22:00:00,INT5,Intersection 3,885
2022-05-10 18:00:00,INT3,Intersection 2,1578
2022-01-26 16:00:00,INT15,Intersection 2,404
2022-06-01 20:00:00,INT14,Intersection 20,201
2022-09-25 05:00:00,INT15,Intersection 10,1677
2022-02-20 03:00:00,INT17,Intersection 20,874
2022-04-17 21:00:00,INT18,Intersection 9,1511
2022-05-13 06:00:00,INT2,Intersection 18,1806
2022-05-09 09:00:00,INT12,Intersection 6,1331
2022-04-20 14:00:00,INT16,Intersection 20,1438
2022-05-12 17:00:00,INT4,Intersection 6,1172
2022-06-30 01:00:00,INT2,Intersection 10,671
2022-09-19 05:00:00,INT14,Intersection 9,1641
2022-10-23 19:00:00,INT11,Intersection 9,247
2022-11-04 08:00:00,INT13,Intersection 3,1922
2022-06-19 22:00:00,INT7,Intersection 12,1334
2022-08-30 17:00:00,INT10,Intersection 11,1495
2022-06-22 23:00:00,INT1,Intersection 14,1785
2022-04-19 08:00:00,INT4,Intersection 19,696
2022-09-15 07:00:00,INT18,Intersection 10,1077
2022-01-28 18:00:00,INT6,Intersection 19,1795
2022-01-12 19:00:00,INT2,Intersection 5,1170
2022-09-01 08:00:00,INT3,Intersection 9,1797
2022-05-29 13:00:00,INT14,Intersection 1,598
2022-07-11 09:00:00,INT8,Intersection 15,254
2022-03-03 01:00:00,INT16,Intersection 4,329
2022-12-13 17:00:00,INT19,Intersection 7,1423
2022-07-17 06:00:00,INT18,Intersection 6,257
2022-09-18 17:00:00,INT6,Intersection 15,1796
2022-11-03 22:00:00,INT14,Intersection 6,1022
2022-06-03 00:00:00,INT3,Intersection 7,1370
2022-11-04 14:00:00,INT16,Intersection 20,667
2022-10-02 11:00:00,INT1,Intersection 3,1274
2022-02-11 08:00:00,INT12,Intersection 13,398
2022-10-13 18:00:00,INT14,Intersection 2,1177
2022-03-30 09:00:00,INT19,Intersection 3,1346
2022-04-03 15:00:00,INT19,Intersection 13,865
2022-07-08 10:00:00,INT9,Intersection 9,1703
2022-05-13 20:00:00,INT7,Intersection 19,664
2022-05-15 21:00:00,INT14,Intersection 18,566
2022-06-22 08:00:00,INT5,Intersection 5,1880
2022-01-15 07:00:00,INT18,Intersection 10,585
2022-07-16 00:00:00,INT9,Intersection 14,1675
2022-07-20 23:00:00,INT7,Intersection 17,543
2022-07-25 00:00:00,INT9,Intersection 3,1977
2022-05-14 09:00:00,INT4,Intersection 7,1004
2022-08-16 23:00:00,INT17,Intersection 9,962
2022-02-07 00:00:00,INT12,Intersection 5,1261
2022-10-24 23:00:00,INT6,Intersection 4,1901
2022-06-05 00:00:00,INT18,Intersection 3,1025
2022-05-01 03:00:00,INT8,Intersection 13,1773
2022-06-25 12:00:00,INT15,Intersection 9,391
2022-10-18 01:00:00,INT3,Intersection 7,1333
2022-04-11 15:00:00,INT2,Intersection 8,1807
2022-05-06 01:00:00,INT9,Intersection 10,1820
2022-03-14 10:00:00,INT8,Intersection 1,1934
2022-02-26 20:00:00,INT4,Intersection 20,851
2022-04-23 20:00:00,INT2,Intersection 1,1334
2022-02-08 12:00:00,INT14,Intersection 19,974
2022-01-07 07:00:00,INT2,Intersection 2,762
2022-12-02 04:00:00,INT2,Intersection 12,1511
2022-02-08 00:00:00,INT7,Intersection 13,1519
2022-04-07 17:00:00,INT12,Intersection 14,1247
2022-01-21 15:00:00,INT6,Intersection 5,1684
2022-03-31 12:00:00,INT18,Intersection 3,1019
2022-01-24 04:00:00,INT4,Intersection 17,1008
2022-03-06 16:00:00,INT19,Intersection 1,223
2022-03-30 08:00:00,INT13,Intersection 14,167
2022-05-09 13:00:00,INT20,Intersection 6,574
2022-05-27 00:00:00,INT2,Intersection 17,457
2022-01-07 12:00:00,INT8,Intersection 4,1866
2022-11-09 17:00:00,INT19,Intersection 6,1579
2022-10-26 10:00:00,INT9,Intersection 1,1469
2022-08-19 03:00:00,INT4,Intersection 9,620
2022-11-11 07:00:00,INT16,Intersection 4,1901
2022-12-02 15:00:00,INT19,Intersection 9,1760
2022-07-13 22:00:00,INT10,Intersection 9,932
2022-09-18 10:00:00,INT6,Intersection 13,723
2022-10-29 22:00:00,INT16,Intersection 17,1621
2022-01-07 10:00:00,INT10,Intersection 3,1451
2022-11-28 06:00:00,INT13,Intersection 6,1453
2022-02-11 12:00:00,INT9,Intersection 20,1689
2022-07-12 18:00:00,INT7,Intersection 15,526
2022-05-02 01:00:00,INT4,Intersection 14,1108
2022-01-07 09:00:00,INT19,Intersection 13,542
2022-11-24 05:00:00,INT4,Intersection 9,700
2022-09-28 01:00:00,INT19,Intersection 15,1218
2022-08-22 07:00:00,INT19,Intersection 14,1994
2022-03-13 12:00:00,INT12,Intersection 4,861
2022-02-02 18:00:00,INT13,Intersection 11,1054
2022-07-02 00:00:00,INT4,Intersection 2,1574
2022-12-04 08:00:00,INT10,Intersection 16,1440
2022-06-28 00:00:00,INT7,Intersection 19,586
2022-06-06 23:00:00,INT5,Intersection 16,1801
2022-09-07 18:00:00,INT17,Intersection 7,838
2022-10-28 16:00:00,INT18,Intersection 11,747
2022-05-23 18:00:00,INT11,Intersection 12,995
2022-06-07 15:00:00,INT15,Intersection 4,1700
2022-08-15 03:00:00,INT7,Intersection 16,104
2022-10-20 03:00:00,INT18,Intersection 16,731
2022-12-02 12:00:00,INT6,Intersection 7,1494
2022-06-04 05:00:00,INT18,Intersection 13,1854
2022-04-08 21:00:00,INT16,Intersection 5,976
2022-10-20 03:00:00,INT2,Intersection 1,1085
2022-10-21 23:00:00,INT19,Intersection 5,1678
2022-02-20 12:00:00,INT1,Intersection 14,1311
2022-10-18 05:00:00,INT11,Intersection 11,125
2022-10-07 08:00:00,INT20,Intersection 2,1902
2022-11-06 17:00:00,INT5,Intersection 18,261
2022-04-15 15:00:00,INT16,Intersection 15,844
2022-01-06 23:00:00,INT1,Intersection 14,1253
2022-11-03 23:00:00,INT19,Intersection 13,632
2022-05-15 12:00:00,INT14,Intersection 2,982
2022-07-10 22:00:00,INT3,Intersection 19,509
2022-09-09 07:00:00,INT2,Intersection 8,1763
2022-06-26 19:00:00,INT5,Intersection 17,1711
2022-04-24 01:00:00,INT17,Intersection 15,1196
2022-06-24 09:00:00,INT18,Intersection 20,1356
2022-11-02 08:00:00,INT1,Intersection 14,954
2022-07-13 01:00:00,INT15,Intersection 3,1229
2022-05-14 00:00:00,INT9,Intersection 17,1000
2022-01-13 12:00:00,INT5,Intersection 3,108
2022-01-31 03:00:00,INT13,Intersection 13,1754
2022-08-26 06:00:00,INT19,Intersection 18,149
2022-05-06 10:00:00,INT10,Intersection 1,1645
2022-08-20 11:00:00,INT20,Intersection 7,1748
2022-01-03 19:00:00,INT14,Intersection 5,541
2022-04-15 10:00:00,INT12,Intersection 2,1901
2022-03-06 01:00:00,INT11,Intersection 17,1713
2022-01-17 13:00:00,INT7,Intersection 10,135
2022-08-25 16:00:00,INT17,Intersection 4,1325
2022-07-21 01:00:00,INT18,Intersection 9,1947
2022-12-31 11:00:00,INT7,Intersection 11,217
2022-09-10 00:00:00,INT20,Intersection 12,801
2022-06-02 13:00:00,INT6,Intersection 12,853
2022-05-03 13:00:00,INT11,Intersection 18,1928
2022-10-22 11:00:00,INT12,Intersection 4,1292
2022-08-01 03:00:00,INT16,Intersection 9,1635
2022-03-08 17:00:00,INT19,Intersection 8,329
2022-03-03 16:00:00,INT19,Intersection 19,659
2022-09-17 14:00:00,INT11,Intersection 13,1273
2022-05-17 12:00:00,INT16,Intersection 2,1978
2022-09-26 15:00:00,INT12,Intersection 19,307
2022-08-18 03:00:00,INT8,Intersection 14,1184
2022-09-19 09:00:00,INT3,Intersection 5,1966
2022-02-24 03:00:00,INT2,Intersection 10,1240
2022-08-31 10:00:00,INT6,Intersection 17,338
2022-10-07 05:00:00,INT16,Intersection 20,966
2022-07-28 02:00:00,INT20,Intersection 16,147
2022-11-09 01:00:00,INT15,Intersection 17,1571
2022-12-11 13:00:00,INT14,Intersection 1,856
2022-04-28 23:00:00,INT2,Intersection 15,1591
2022-04-24 09:00:00,INT20,Intersection 17,1416
2022-03-05 20:00:00,INT18,Intersection 11,1548
2022-12-18 05:00:00,INT14,Intersection 5,616
2022-08-07 21:00:00,INT18,Intersection 4,1735
2022-03-25 04:00:00,INT2,Intersection 9,304
2022-08-10 07:00:00,INT1,Intersection 16,1303
2022-01-12 13:00:00,INT20,Intersection 12,1652
2022-05-09 17:00:00,INT2,Intersection 18,189
2022-01-22 19:00:00,INT9,Intersection 3,599
2022-06-28 03:00:00,INT9,Intersection 15,1231
2022-08-12 13:00:00,INT16,Intersection 18,1313
2022-05-11 02:00:00,INT11,Intersection 12,1303
2022-12-07 07:00:00,INT6,Intersection 13,1884
2022-08-05 06:00:00,INT12,Intersection 1,1886
2022-07-10 15:00:00,INT3,Intersection 4,1143
2022-11-18 23:00:00,INT12,Intersection 8,1482
2022-03-16 21:00:00,INT1,Intersection 19,1732
2022-03-30 19:00:00,INT9,Intersection 5,1857
2022-11-02 02:00:00,INT20,Intersection 11,1779
2022-09-28 20:00:00,INT6,Intersection 17,106
2022-02-03 23:00:00,INT11,Intersection 17,1985
2022-12-26 18:00:00,INT3,Intersection 2,421
2022-10-05 18:00:00,INT4,Intersection 1,367
2022-01-06 22:00:00,INT10,Intersection 4,1550
2022-02-28 18:00:00,INT19,Intersection 9,395
2022-01-23 06:00:00,INT6,Intersection 2,1636
2022-05-21 04:00:00,INT1,Intersection 3,669
2022-02-13 00:00:00,INT8,Intersection 6,1510
2022-05-20 06:00:00,INT8,Intersection 13,363
2022-09-11 13:00:00,INT6,Intersection 15,189
2022-07-07 12:00:00,INT17,Intersection 11,1611
2022-02-18 20:00:00,INT19,Intersection 10,1710
2022-07-08 05:00:00,INT1,Intersection 3,952
2022-11-30 15:00:00,INT15,Intersection 20,1384
2022-03-10 09:00:00,INT13,Intersection 9,587
2022-01-20 15:00:00,INT3,Intersection 10,1917
2022-05-03 12:00:00,INT2,Intersection 12,1464
2022-12-31 02:00:00,INT3,Intersection 8,1452
2022-07-16 22:00:00,INT9,Intersection 17,500
2022-11-16 14:00:00,INT16,Intersection 5,456
2022-06-05 03:00:00,INT13,Intersection 8,854
2022-01-16 03:00:00,INT19,Intersection 18,598
2022-05-18 21:00:00,INT18,Intersection 11,933
2022-01-23 17:00:00,INT12,Intersection 10,534
2022-05-16 00:00:00,INT12,Intersection 15,218
2022-10-05 17:00:00,INT1,Intersection 6,1170
2022-03-22 16:00:00,INT20,Intersection 19,1291
2022-02-06 18:00:00,INT8,Intersection 17,1122
2022-06-10 00:00:00,INT17,Intersection 10,447
2022-10-16 11:00:00,INT20,Intersection 5,1627
2022-07-12 03:00:00,INT7,Intersection 16,638
2022-08-05 20:00:00,INT9,Intersection 12,1419
2022-10-31 16:00:00,INT17,Intersection 5,1636
2022-05-14 11:00:00,INT10,Intersection 1,1297
2022-04-04 12:00:00,INT4,Intersection 2,1518
2022-01-01 18:00:00,INT7,Intersection 5,1802
2022-01-27 17:00:00,INT7,Intersection 19,629
2022-05-09 11:00:00,INT8,Intersection 15,1726
2022-08-05 16:00:00,INT8,Intersection 1,402
2022-12-22 01:00:00,INT16,Intersection 11,301
2022-02-06 01:00:00,INT12,Intersection 18,1656
2022-02-02 05:00:00,INT15,Intersection 3,255
2022-07-17 04:00:00,INT8,Intersection 9,113
2022-05-27 14:00:00,INT9,Intersection 4,1143
2022-10-11 03:00:00,INT3,Intersection 13,855
2022-10-19 00:00:00,INT16,Intersection 9,988
2022-04-17 23:00:00,INT15,Intersection 3,1580
2022-03-11 18:00:00,INT4,Intersection 16,1296
2022-01-31 19:00:00,INT20,Intersection 8,544
2022-03-06 09:00:00,INT16,Intersection 7,221
2022-08-02 15:00:00,INT10,Intersection 17,1620
2022-10-17 11:00:00,INT11,Intersection 16,283
2022-10-03 20:00:00,INT5,Intersection 18,1943
2022-07-09 19:00:00,INT11,Intersection 16,1703
2022-08-24 05:00:00,INT13,Intersection 15,1928
2022-10-24 20:00:00,INT15,Intersection 2,1973
2022-06-05 12:00:00,INT6,Intersection 20,770
2022-04-06 03:00:00,INT16,Intersection 4,148
2022-12-28 05:00:00,INT15,Intersection 5,280
2022-10-19 14:00:00,INT11,Intersection 7,1930
2022-08-14 13:00:00,INT20,Intersection 15,1517
2022-02-22 21:00:00,INT2,Intersection 17,1516
2022-11-24 20:00:00,INT2,Intersection 10,1471
2022-04-19 11:00:00,INT12,Intersection 20,1599
2022-09-06 09:00:00,INT16,Intersection 9,240
2022-12-24 01:00:00,INT19,Intersection 16,629
2022-11-11 21:00:00,INT2,Intersection 3,1775
2022-03-12 00:00:00,INT17,Intersection 9,683
2022-12-18 09:00:00,INT14,Intersection 8,570
2022-08-25 18:00:00,INT16,Intersection 7,1877
2022-12-03 20:00:00,INT5,Intersection 17,1896
2022-08-12 15:00:00,INT10,Intersection 5,1386
2022-01-03 21:00:00,INT17,Intersection 7,242
2022-06-13 12:00:00,INT13,Intersection 13,806
2022-09-16 08:00:00,INT16,Intersection 18,1269
2022-03-25 15:00:00,INT9,Intersection 14,393
2022-12-05 07:00:00,INT4,Intersection 18,1661
2022-04-26 19:00:00,INT16,Intersection 3,1632
2022-07-25 00:00:00,INT11,Intersection 17,521
2022-02-01 11:00:00,INT7,Intersection 19,1694
2022-09-28 15:00:00,INT17,Intersection 7,663
2022-09-05 07:00:00,INT13,Intersection 4,516
2022-04-08 02:00:00,INT4,Intersection 15,760
2022-08-26 17:00:00,INT14,Intersection 8,1012
2022-12-12 21:00:00,INT10,Intersection 16,1230
2022-02-12 08:00:00,INT10,Intersection 1,1441
2022-11-03 03:00:00,INT10,Intersection 16,158
2022-12-09 08:00:00,INT12,Intersection 2,1115
2022-07-25 18:00:00,INT2,Intersection 2,357
2022-04-29 06:00:00,INT9,Intersection 8,892
2022-01-31 17:00:00,INT5,Intersection 12,1548
2022-09-16 08:00:00,INT8,Intersection 11,630
2022-12-15 19:00:00,INT14,Intersection 6,265
2022-01-10 15:00:00,INT7,Intersection 19,1148
2022-03-21 21:00:00,INT7,Intersection 18,103
2022-12-22 14:00:00,INT9,Intersection 5,102
2022-09-04 14:00:00,INT3,Intersection 15,517
2022-04-20 07:00:00,INT14,Intersection 8,461
2022-12-27 06:00:00,INT17,Intersection 6,1005
2022-09-24 17:00:00,INT18,Intersection 12,468
2022-10-22 16:00:00,INT12,Intersection 19,638
2022-04-05 20:00:00,INT14,Intersection 12,979
2022-11-05 01:00:00,INT13,Intersection 12,445
2022-06-11 10:00:00,INT14,Intersection 9,830
2022-07-08 18:00:00,INT9,Intersection 10,996
2022-10-26 12:00:00,INT19,Intersection 17,1167
2022-07-07 09:00:00,INT2,Intersection 18,823
2022-11-27 13:00:00,INT11,Intersection 16,663
2022-03-30 23:00:00,INT17,Intersection 4,1276
2022-10-08 07:00:00,INT2,Intersection 18,301
2022-03-07 05:00:00,INT19,Intersection 3,420
2022-01-13 20:00:00,INT7,Intersection 16,563
2022-12-22 14:00:00,INT18,Intersection 14,1134
2022-12-26 11:00:00,INT13,Intersection 9,1703
2022-12-15 16:00:00,INT5,Intersection 6,1350
2022-01-06 18:00:00,INT18,Intersection 4,732
2022-01-09 01:00:00,INT16,Intersection 2,432
2022-05-16 17:00:00,INT15,Intersection 10,1592
2022-05-15 19:00:00,INT8,Intersection 11,114
2022-02-09 06:00:00,INT15,Intersection 7,1180
2022-07-12 12:00:00,INT1,Intersection 5,1453
2022-08-27 08:00:00,INT17,Intersection 4,1187
2022-09-22 17:00:00,INT15,Intersection 6,329
2022-07-26 13:00:00,INT14,Intersection 2,110
2022-05-21 21:00:00,INT14,Intersection 2,1756
2022-09-01 07:00:00,INT10,Intersection 16,1347
2022-05-01 00:00:00,INT2,Intersection 13,1860
2022-07-23 15:00:00,INT6,Intersection 7,1760
2022-01-23 17:00:00,INT17,Intersection 5,1783
2022-03-22 07:00:00,INT5,Intersection 17,1863
2022-06-23 00:00:00,INT5,Intersection 13,641
2022-01-01 04:00:00,INT15,Intersection 15,1629
2022-08-19 13:00:00,INT15,Intersection 3,621
2022-08-13 02:00:00,INT20,Intersection 4,1177
2022-09-17 17:00:00,INT11,Intersection 15,1821
2022-04-21 23:00:00,INT5,Intersection 18,1842
2022-05-19 14:00:00,INT1,Intersection 3,866
2022-06-02 11:00:00,INT11,Intersection 7,1280
2022-02-17 03:00:00,INT11,Intersection 8,740
2022-07-18 11:00:00,INT6,Intersection 11,669
2022-10-08 17:00:00,INT8,Intersection 9,504
2022-08-01 04:00:00,INT2,Intersection 20,1522
2022-09-08 22:00:00,INT15,Intersection 12,806
2022-05-12 15:00:00,INT9,Intersection 5,1028
2022-09-14 15:00:00,INT15,Intersection 1,1526
2022-11-01 22:00:00,INT8,Intersection 14,1711
2022-12-18 21:00:00,INT16,Intersection 3,1212
2022-08-10 03:00:00,INT14,Intersection 15,1989
2022-12-22 00:00:00,INT15,Intersection 10,692
2022-05-07 20:00:00,INT20,Intersection 10,285
2022-08-23 20:00:00,INT13,Intersection 3,1961
2022-05-01 12:00:00,INT9,Intersection 6,1903
2022-08-09 08:00:00,INT1,Intersection 5,994
2022-08-31 04:00:00,INT6,Intersection 19,178
2022-01-28 06:00:00,INT8,Intersection 14,244
2022-08-17 09:00:00,INT20,Intersection 17,1764
2022-02-01 15:00:00,INT18,Intersection 12,113
2022-10-10 14:00:00,INT18,Intersection 9,1754
2022-03-16 22:00:00,INT17,Intersection 3,101
2022-08-03 23:00:00,INT16,Intersection 18,615
2022-12-18 22:00:00,INT13,Intersection 4,855
2022-08-08 06:00:00,INT4,Intersection 14,165
2022-06-09 07:00:00,INT4,Intersection 6,345
2022-03-20 04:00:00,INT14,Intersection 15,1725
2022-09-14 10:00:00,INT5,Intersection 17,1553
2022-11-21 11:00:00,INT16,Intersection 5,1813
2022-07-08 04:00:00,INT14,Intersection 6,671
2022-06-05 14:00:00,INT14,Intersection 5,1355
2022-09-06 20:00:00,INT14,Intersection 19,535
2022-10-04 15:00:00,INT14,Intersection 14,452
2022-08-12 04:00:00,INT19,Intersection 4,1811
2022-09-23 20:00:00,INT3,Intersection 5,778
2022-02-12 00:00:00,INT17,Intersection 11,482
2022-06-29 18:00:00,INT14,Intersection 2,1833
2022-04-15 12:00:00,INT10,Intersection 2,1183
2022-07-18 06:00:00,INT13,Intersection 20,569
2022-04-22 18:00:00,INT4,Intersection 12,1534
2022-11-01 15:00:00,INT11,Intersection 16,1206
2022-02-11 05:00:00,INT15,Intersection 17,173
2022-12-18 22:00:00,INT15,Intersection 4,1434
2022-07-16 07:00:00,INT2,Intersection 14,1577
2022-09-27 23:00:00,INT11,Intersection 7,125
2022-10-18 04:00:00,INT2,Intersection 15,1549
2022-12-03 11:00:00,INT5,Intersection 16,1500
2022-07-05 12:00:00,INT13,Intersection 8,1366
2022-12-18 23:00:00,INT1,Intersection 2,934
2022-02-11 23:00:00,INT7,Intersection 19,727
2022-09-28 16:00:00,INT7,Intersection 1,1446
2022-11-17 08:00:00,INT10,Intersection 4,1303
2022-06-12 20:00:00,INT6,Intersection 11,873
2022-04-27 19:00:00,INT20,Intersection 10,1108
2022-07-02 11:00:00,INT12,Intersection 18,1749
2022-01-05 02:00:00,INT13,Intersection 1,365
2022-12-16 12:00:00,INT11,Intersection 17,649
2022-02-06 13:00:00,INT18,Intersection 16,1503
2022-03-19 20:00:00,INT2,Intersection 12,176
2022-04-22 01:00:00,INT16,Intersection 16,1737
2022-02-27 20:00:00,INT2,Intersection 9,1647
2022-04-11 15:00:00,INT19,Intersection 17,1937
2022-04-20 21:00:00,INT6,Intersection 3,1172
2022-10-29 18:00:00,INT1,Intersection 18,1113
2022-12-25 21:00:00,INT11,Intersection 15,1377
2022-05-01 03:00:00,INT18,Intersection 15,1982
